"ID","Status","Project","Website","Product","Description","Access","Documentation","Version","DOI","Variable","Start","End","Region","Polygon","Released","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6","EO_Missions"
88,"ONGOING","Lidar Climatology of Vertical Aerosol Structure for Space-Based Lidar Simulation Studies-LIVAS","http://lrsu.physics.ntua.gr/en/content/esa-livas","Cloud optical depth_Global_CALIPSO","Cloud optical depth at 532 nm. The products are provided for all CALIPSO overpasses, using the CALIPSO L2 aerosol product horizontal resolution of 5km.","ftps://livas:livas-public@react.space.noa.gr","http://195.251.203.238/beyond/images/docs/publications/atmospheric/Amiridis_LIVAS.pdf",,,"Cloud optical depth","2006.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.01.01","Atmosphere",,,,,,"CALIPSO"
89,"ONGOING","Lidar Climatology of Vertical Aerosol Structure for Space-Based Lidar Simulation Studies-LIVAS","http://lrsu.physics.ntua.gr/en/content/esa-livas","Aerosol (and dust aerosol) optical property profiles. Dust concentration profiles, along with the cloud-relevant dust number concentrations profiles_Global_CALIPSO","Aerosol optical profiles (extinction and backscatter coefficients, particle depolarization ratio) and aerosol and cloud optical depth from CALIPSO. Pure dust products (extinction and backscatter coefficient, mass concentration, cloud relevant number concentrations) based on Marinou et al. ACP (2017), Marinou et al. ACP (2019) and Ansmann et al., AMT (2019). The products are provided for all CALIPSO overpasses, using the CALIPSO L2 aerosol product horizontal resolution of 5km. All products are clustered and averaged per overpass in 1x1 degree grid.","ftps://livas:livas-public@react.space.noa.gr","http://195.251.203.238/beyond/images/docs/publications/atmospheric/Amiridis_LIVAS.pdf",,,"Aerosol Optical Depth","2006.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.01.01","Atmosphere",,,,,,"CALIPSO"
90,"ONGOING","Lidar Climatology of Vertical Aerosol Structure for Space-Based Lidar Simulation Studies-LIVAS","http://lrsu.physics.ntua.gr/en/content/esa-livas","Aerosol (and dust aerosol) optical depth, averaged per overpass along 1x1 degree grid_Global_CALIPSO","Aerosol (and dust aerosol) optical depth at 532 nm. The products are provided for all CALIPSO overpasses, using the CALIPSO L2 aerosol product horizontal resolution of 5km.","ftps://livas:livas-public@react.space.noa.gr","http://195.251.203.238/beyond/images/docs/publications/atmospheric/Amiridis_LIVAS.pdf",,,"Aerosol Optical Depth","2006.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.01.01","Atmosphere",,,,,,"CALIPSO"
91,"ONGOING","Lidar Climatology of Vertical Aerosol Structure for Space-Based Lidar Simulation Studies-LIVAS","http://lrsu.physics.ntua.gr/en/content/esa-livas","Cloud optical property profiles, averaged per overpass along 1x1 degree grid_Global_CALIPSO","Cloud optical property profiles (extinction and backscatter coefficients, particle depolarization ratio) at 532 nm. The products are provided for all CALIPSO overpasses, using the CALIPSO L2 aerosol product horizontal resolution of 5km.","ftps://livas:livas-public@react.space.noa.gr","http://195.251.203.238/beyond/images/docs/publications/atmospheric/Amiridis_LIVAS.pdf",,,"Cloud optical depth","2006.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.01.01","Atmosphere",,,,,,"CALIPSO"
92,"ONGOING","Lidar Climatology of Vertical Aerosol Structure for Space-Based Lidar Simulation Studies-LIVAS","http://lrsu.physics.ntua.gr/en/content/esa-livas","Cloud optical depth, averaged per overpass along 1x1 degree grid_Global_CALIPSO","Cloud optical depth at 532 nm. The products are provided for all CALIPSO overpasses, using the CALIPSO L2 aerosol product horizontal resolution of 5km.","ftps://livas:livas-public@react.space.noa.gr","http://195.251.203.238/beyond/images/docs/publications/atmospheric/Amiridis_LIVAS.pdf",,,"Cloud optical depth","2006.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.01.01","Atmosphere",,,,,,"CALIPSO"
93,"ONGOING","Lidar Climatology of Vertical Aerosol Structure for Space-Based Lidar Simulation Studies-LIVAS","http://lrsu.physics.ntua.gr/en/content/esa-livas","Climatology of aerosol optical property profiles for all aerosols and separately for the CALIPSO aerosol types: pure dust, marine, smoke and continental_Global_CALIPSO","15-year averaged profiles of aerosol optical properties (extinction and backscatter coefficients, particle depolarization ratio) at 532 nm, for all aerosols and separately for the CALIPSO aerosol types: pure dust, marine, smoke and continental. The dust products are based on CALIPSO products and Earlinet dust separation method (described in Marinou et al. ACP, 2017). The products are provided for all CALIPSO overpasses, using the CALIPSO L2 aerosol product horizontal resolution of 5km.","ftps://livas:livas-public@react.space.noa.gr","http://195.251.203.238/beyond/images/docs/publications/atmospheric/Amiridis_LIVAS.pdf",,,"Aerosol Optical Depth","2006.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.01.01","Atmosphere",,,,,,"CALIPSO"
94,"ONGOING","Lidar Climatology of Vertical Aerosol Structure for Space-Based Lidar Simulation Studies-LIVAS","http://lrsu.physics.ntua.gr/en/content/esa-livas","Climatology of aerosol optical depth, for all aerosols and separately for the CALIPSO aerosol types: pure dust, marine, smoke and continental. Boundaries of dust layers_Global_CALIPSO","15-year averaged aerosol optical depth at 532 nm, for all aerosols and separately for the CALIPSO aerosol types: pure dust, marine, smoke and continental. Dust layer boundaries. The dust products are based on CALIPSO products and Earlinet dust separation method (described in Marinou et al. ACP, 2017). The products are provided for all CALIPSO overpasses, using the CALIPSO L2 aerosol product horizontal resolution of 5km.","ftps://livas:livas-public@react.space.noa.gr","http://195.251.203.238/beyond/images/docs/publications/atmospheric/Amiridis_LIVAS.pdf",,,"Aerosol Optical Depth","2006.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.01.01","Atmosphere",,,,,,"CALIPSO"
95,"ONGOING","Lidar Climatology of Vertical Aerosol Structure for Space-Based Lidar Simulation Studies-LIVAS","http://lrsu.physics.ntua.gr/en/content/esa-livas","Time-Based Climatology of aerosol optical property profiles, for all aerosols and separately for the CALIPSO aerosol types: pure dust, marine, smoke and continental_Global_CALIPSO","1-year averaged profiles of aerosol optical properties (extinction and backscatter coefficients, particle depolarization ratio) at 532 nm, for all aerosols and separately for the CALIPSO aerosol types: pure dust, marine, smoke and continental. The dust products are based on CALIPSO products and Earlinet dust separation method (described in Marinou et al. ACP, 2017). The products are provided for all CALIPSO overpasses, using the CALIPSO L2 aerosol product horizontal resolution of 5km.","ftps://livas:livas-public@react.space.noa.gr","http://195.251.203.238/beyond/images/docs/publications/atmospheric/Amiridis_LIVAS.pdf",,,"Aerosol Optical Depth","2006.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.01.01","Atmosphere",,,,,,"CALIPSO"
96,"ONGOING","Lidar Climatology of Vertical Aerosol Structure for Space-Based Lidar Simulation Studies-LIVAS","http://lrsu.physics.ntua.gr/en/content/esa-livas","Time-Based Climatology of aerosol optical depth, for all aerosols and separately for the CALIPSO aerosol types: pure dust, marine, smoke and continental. Boundaries of dust layers_Global_CALIPSO","1-year averaged aerosol optical depth at 532 nm, for all aerosols and separately for the CALIPSO aerosol types: pure dust, marine, smoke and continental. Dust layer boundaries. The dust products are based on CALIPSO products and Earlinet dust separation method (described in Marinou et al. ACP, 2017). The products are provided for all CALIPSO overpasses, using the CALIPSO L2 aerosol product horizontal resolution of 5km.","ftps://livas:livas-public@react.space.noa.gr","http://195.251.203.238/beyond/images/docs/publications/atmospheric/Amiridis_LIVAS.pdf",,,"Aerosol Optical Depth","2006.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.01.01","Atmosphere",,,,,,"CALIPSO"
104,"ONGOING","ArcticSummIT: Arctic Summer Ice Thickness","https://eo4society.esa.int/projects/arcticsummit-arctic-summer-ice-thickness/","Sea ice thickness_monthly_Oct 2010-July 2020Arctic_CryoSat-2 Baseline-D observations","This datset will present biweekly gridded snow and sea ice parameters for the Arctic derived from the European Space Agency's satellite CryoSat-2. Parameters will include sea ice freeboard, sea ice thickness, snow depth, snow density, and uncertainties.","https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/01613","https://data.bas.ac.uk/metadata.php?id=GB/NERC/BAS/PDC/01613",,"https://doi.org/10.5285/d8c66670-57ad-44fc-8fef-942a46734ecb","Sea-ice thickness","2021.01.01","2020.12.31","Arctic","[[[-178.4105321808,60.6134006095],[178.3660428163,60.6134006095],[178.3660428163,84.2454100786],[-178.4105321808,84.2454100786],[-178.4105321808,60.6134006095]]]","2022.01.01","Cryosphere",,,,,,"CryoSat-2"
26,"ONGOING","ArcticSummIT: Arctic Summer Ice Thickness","https://eo4society.esa.int/projects/arcticsummit-arctic-summer-ice-thickness/","Sea ice and physical oceanography_Arctic_CryoSat-2 Baseline-C Level 1b waveform observations","This dataset presents monthly gridded sea ice and ocean parameters for the Arctic derived from the European Space Agency's satellite CryoSat-2. Parameters include sea ice freeboard, sea ice thickness, sea ice surface roughness, mean sea surface height, sea level anomaly, and geostrophic circulation.","https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/01257","https://data.bas.ac.uk/metadata.php?id=GB/NERC/BAS/PDC/01257",,"https://doi.org/10.5285/cbd2cf78-462a-4968-be20-05f9c125ad10","Sea-ice thickness","2021.01.01","2021.12.31","Arctic","[[[-178.4105321808,60.6134006095],[178.3660428163,60.6134006095],[178.3660428163,84.2454100786],[-178.4105321808,84.2454100786],[-178.4105321808,60.6134006095]]]","2019.11.14","Cryosphere",,,,,,"CryoSat-2"
50,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","https://eo4society.esa.int/wp-content/uploads/2020/12/Florent-Garnier-LPF_03-12-2020.pdf","Sea ice freeboard and thickness_TFMRA50 and ASD snow depth_Antarctic_CryoSat-2/SARAL","CryoSat-2 sea ice freeboard and thickness from heuristic retracker TFMRA50 and ASD snow depth in the Antarctic. To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: c2esaD_SIT_fb_snow-ASD_sh_2013_2020_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2013.01.01","2020.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"CryoSat-2; SARAL/ALtiKa"
51,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","https://eo4society.esa.int/wp-content/uploads/2020/12/Florent-Garnier-LPF_03-12-2020.pdf","Sea ice freeboard and thickness_TFMRA50 and AMSR climatology snow depth_Antarctic_CryoSat-2/SARAL","CryoSat-2 sea ice freeboard and thickness from heuristic retracker TFMRA50 and AMSR climatology snow depth in the Antarctic. To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: c2esaD_SIT_fb_snow-AMSR-clim_sh_2011_2020_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2011.01.01","2020.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"CryoSat-2; SARAL/ALtiKa"
52,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","https://eo4society.esa.int/wp-content/uploads/2020/12/Florent-Garnier-LPF_03-12-2020.pdf","Sea ice freeboard and thickness_TFMRA50 and AMSR-2 snow depth_Antarctic_CryoSat-2/SARAL","CryoSat-2 sea ice freeboard and thickness from heuristic retracker TFMRA50 and AMSR-2 snow depth in the Antarctic. To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: c2esaD_SIT_fb_snow-AMSR_sh_2011_2020_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2011.01.01","2020.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"CryoSat-2; SARAL/ALtiKa"
53,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","https://eo4society.esa.int/wp-content/uploads/2020/12/Florent-Garnier-LPF_03-12-2020.pdf","Sea ice freeboard and thickness_heuristic retracker TFMRA50 and AMSR climatology snow depth_Antarctic_Envisat","Envisat sea ice freeboard and thickness from heuristic retracker TFMRA50 and AMSR climatology snow depth in the Antarctic. To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: envisatv3_SIT_fb_snow-AMSR-clim_sh_2003_2011_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2003.01.01","2011.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"ENVISAT; MODIS; GCOM-W1"
54,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","https://eo4society.esa.int/wp-content/uploads/2020/12/Florent-Garnier-LPF_03-12-2020.pdf","Sea ice freeboard and thickness_heuristic retracker TFMRA50 and AMSR-2 snow depth_Antarctic_Envisat","Envisat sea ice freeboard and thickness from heuristic retracker TFMRA50 and AMSR-2 snow depth in the Antarctic. envisatv3_To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: SIT_fb_snow-AMSR_sh_2003_2011_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2003.01.01","2011.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"ENVISAT; MODIS; GCOM-W2"
77,"ONGOING","L2A-RUT","https://eo4society.esa.int/projects/l2a-rut/","S2 L2A uncertainty_Surface reflectance estimates_S2","Surface reflectance estimates for the Sentinel 2 mission",,,,,"Earth surface short-wave bidirectional reflectance",,,"Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2022.07.01","Land",,,,,,"Sentinel-2"
97,"Planned","Mass balance and ice dynamics of Antarctic Peninsula glaciers (MIT-AP)","https://eo4society.esa.int/projects/mit-ap/","Digital Elevation Model Antarctic Peninsula <70°S 2013_Antarctica_TanDEM-X","Digital Elevation Model of the Antarctic Peninsula based on multiple TanDEM-X acquisitions during austral winter 2013",,,,,"Ice sheet topography","2013.01.01","2013.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","Planned","Cryosphere",,,,,,"TanDEM-X"
98,"Planned","Mass balance and ice dynamics of Antarctic Peninsula glaciers (MIT-AP)","https://eo4society.esa.int/projects/mit-ap/","Digital Elevation Model Antarctic Peninsula <70°S 2017_Antarctica_TanDEM-X","Digital Elevation Model Antarctic Peninsula <70°S 2017",,,,,"Ice sheet topography","2017.01.01","2017.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","Planned","Cryosphere",,,,,,"TanDEM-X"
99,"Planned","Mass balance and ice dynamics of Antarctic Peninsula glaciers (MIT-AP)","https://eo4society.esa.int/projects/mit-ap/","Surface elevation changes Antarctic Peninsula <70°S between 2013 and 2017_Antarctica_TanDEM-X","Surface elevation changes derived from Digital Elevation Model differentiating using data from TanDEM-X acquisitions from austral winters 2013 and 2017",,,,,"Ice sheet topography","2013.01.01","2017.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","Planned","Cryosphere",,,,,,"TanDEM-X"
100,"Planned","Mass balance and ice dynamics of Antarctic Peninsula glaciers (MIT-AP)","https://eo4society.esa.int/projects/mit-ap/","Geodetic glacier mass balances Antarctic Peninsula <70°S between 2013 and 2017_Antarctica_TanDEM-X","Geodetic glacier mass balance derived from Digital Elevation Model differentiating using data from TanDEM-X acquisitions from austral winters 2013 and 2017",,,,,"Glacier topography","2013.01.01","2017.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","Planned","Cryosphere",,,,,,"TanDEM-X"
101,"ONGOING","OVALIE: Oceanic intrinsic Variability versus Atmospheric forced variabiLIty of sea level changE","https://eo4society.esa.int/projects/ovalie-oceanic-intrinsic-variability-versus-atmospheric-forced-variability-of-sea-level-change/","Sea level trends over 1993-2015 and 2005-2015 from the OCCIPUT ensemble simulation","This data set contains 50 sea level trend fields computed globally over 1993-2015 and 2005-2015 from the OCCIPUT ensemble hindcast.","https://zenodo.org/record/1487983#.YWWntlyYEXd","https://doi.org/10.1029/2018GL080838",,"https://doi.org/10.5281/zenodo.1487983","Ocean dynamic topography","1993.01.01","2015.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2018.11.14","Oceans",,,,,,
102,"ONGOING","OVALIE: Oceanic intrinsic Variability versus Atmospheric forced variabiLIty of sea level changE","https://eo4society.esa.int/projects/ovalie-oceanic-intrinsic-variability-versus-atmospheric-forced-variability-of-sea-level-change/","Atmospherically-forced and chaotic interannual variability of the sea level and its components over 1993-2015 from the OCCIPUT ensemble simulations","This data set contains the interannual variability fields for the sea level and its steric and manometric components over 1993-2015 from the OCCIPUT ensemble simulations.","https://zenodo.org/record/5564399#.YWVwM1yYEXc","https://doi.org/10.1029/2020JC017123",,"https://doi.org/10.5281/zenodo.5564399","Ocean dynamic topography","1993.01.01","2015.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.10.12","Oceans",,,,,,
